id,language
11221285,en
20774307,en
18191952,en
17937445,en
216420,en
18668056,en
687314,en
7027412,en
13589131,en
22727454,en
2650685,fi
413085,en
50381,en
122138,en
18734992,en
12040782,en
22963655,en
9795263,en
12472085,en
2054513,en
12577643,en
15746101,en
313599,en
17412895,en
23245312,en
21432436,en
1503057,en
18363728,en
11617031,en
6238944,en
1845050,en
5978522,en
10315529,en
10834766,de
17714301,en
18311425,en
13356671,en
23489268,en
8293843,nl
4288998,en
192176,en
1385643,en
265205,en
160769,en
13010571,en
23608455,en
1425260,en
18342317,en
112139,en
8076919,en
54595,en
12366032,nl
9667290,it
16099205,en
624988,en
6467362,fr
690563,sv
13560337,en
763362,en
759175,en
679464,en
17281362,en
8529716,hr
1215358,en
13573576,en
102104,en
20256737,en
1003604,en
10321640,en
22293535,en
984782,en
8111382,en
17415480,en
668645,en
13105,en
14739812,en
20550280,en
151390,en
1688672,fr
21066604,en
16130105,en
420755,en
63699,en
13529208,en
17408503,en
20307078,en
1014568,en
22594999,en
374188,en
20685373,en
2116379,en
559899,en
243991,en
1293881,en
10785670,en
17331340,en
172490,en
9550301,en
8662827,en
8767940,en
23882,es
22044623,it
640892,en
46261,en
22574156,en
82814,en
1527414,en
22618173,en
837316,en
7101838,ar
6642732,en
1310812,es
7005584,en
414147,en
4312852,en
13109354,en
74725,en
22173461,en
12945191,nl
11487809,en
18144105,en
17688,en
18132923,en
17802356,en
158788,en
16074805,en
7896558,en
639894,en
174845,en
389210,en
2418888,en
1774421,en
102180,en
16107050,en
9755769,en
74997,en
8736477,en
7796735,en
18343407,de
49045,en
78523,en
18595546,en
18296136,en
855317,es
24892572,en
9248826,en
20995607,en
7935992,en
310299,en
75506,en
13376363,en
3059244,en
16099393,en
9335032,fr
29658,en
15818254,en
9336262,de
22774741,en
20505830,en
12352541,en
22608127,en
12005234,en
13601853,es
2243611,en
12592685,en
693238,en
258915,en
14487872,en
44856,en
23505601,en
129582,en
9579882,en
20501122,fi
86312,en
13155430,en
253984,en
22372242,en
338234,en
12700790,en
4128760,de
134225,en
25223115,en
17724864,en
124312,en
126769,en
918725,en
2367495,en
25992990,en
414062,en
10291143,fr
11168429,en
24910237,en
24612533,en
24607565,en
15832,en
25739173,en
6699443,en
724935,en
13737,en
554165,en
11633,en
25710705,en
7337871,en
9912400,en
8585924,en
11346278,en
17349076,en
21233769,en
13513468,en
600791,en
7633800,en
683898,en
18188390,en
66038,en
243827,en
33628293,en
49691671,de
28135773,de
349990,en
135742,en
320197,en
13529076,en
12391594,de
23548141,en
9583247,en
18866743,en
317278,en
31280904,en
6359293,en
18359904,en
28082617,en
11029892,en
22693211,en
14395,en
12503306,fr
380057,en
24830026,en
23847971,en
32107,en
17465645,en
28511564,en
1981112,en
81922,en
1354,en
25266010,en
7289702,en
16137205,en
21912276,en
281818,en
22551747,en
439065,en
28369891,en
26635970,en
20338342,en
2052978,en
22494161,en
30342568,fr
17340017,en
2028,en
26891268,en
775366,en
924497,en
109714,en
30212015,en
24938699,en
7907680,en
13394791,en
1252707,en
10459088,en
33608150,en
22740195,en
17667009,en
983294,en
9719387,en
28220899,en
25898599,en
118769,en
484714,en
23275188,en
24377372,de
13320466,en
18604079,en
17468561,en
23592235,en
30364140,en
33258604,en
3175530,en
2334800,en
16081717,en
4923952,en
77589,en
35287817,en
274619,en
1273773,en
13129925,en
18621200,en
1641409,en
25430584,en
1030296,en
16126395,ja
26819691,en
29940879,en
71121,en
11910,en
7862151,en
28686887,en
16166626,en
6968772,en
26030692,en
19243883,en
764356,en
25576158,en
764861,en
13006132,en
332348,en
25636235,en
33241740,en
24944887,en
77733,en
10252302,en
27213253,en
23309607,en
18774897,en
76548,en
9447,en
24187925,en
27917957,en
50852,en
3950400,en
34964971,en
11295616,en
15797397,en
26089799,en
33040829,en
35629654,en
25311520,en
1057293,en
27276264,en
12715691,en
895807,en
879201,en
31434533,en
13258964,en
85866,en
18527496,en
7663506,en
3384017,en
7507944,en
13612965,en
9826870,en
1127996,en
25304410,en
2326576,en
311909,en
30653837,en
1451091,en
22837054,en
37638234,en
40557032,pt
6967247,en
30001662,en
1231621,en
30008950,en
39916,en
12969636,en
30133993,fr
15826934,en
37546378,en
5947,en
26192646,en
34725078,fr
36220363,en
29938354,en
35604686,en
635112,en
35080212,en
217381,de
34726469,en
13538833,en
34964938,en
36575774,en
4438553,en
36952596,en
1282266,en
26116505,en
33828743,en
314316,en
7683075,fa
55448,en
7236820,en
34525316,it
25116648,en
28245707,en
176943,en
29756850,de
1381000,en
25111119,en
17981399,en
36058466,en
37658988,en
20344952,en
1494241,ja
710499,en
17286692,en
26597611,en
132543,en
6098855,en
35074316,en
33852393,en
28594377,en
22875097,en
15842230,en
29456569,en
31327371,en
17286033,en
367334,en
37639299,it
171535,en
33574173,en
32721793,pt
30858,en
33163388,en
30971755,en
13572289,en
6771443,en
10611711,fr
26404001,en
35297386,en
27710148,en
36118682,en
36489672,en
32388712,en
22926200,en
33158532,en
1140987,en
43925876,en
36217425,en
15812696,en
38531884,en
28458598,en
9661294,en
27833866,en
1072093,en
3450744,en
36798291,de
795803,en
18586487,en
30375777,en
49537004,en
555048,en
406575,en
45991174,en
667104,en
19288199,en
33230583,en
39295318,en
25446323,en
17230517,en
1435283,en
208706,en
45730161,en
45046808,en
26196150,en
31373184,en
41720140,en
27276324,en
34506913,en
50837006,fr
36631066,en
23657454,en
96119,en
35165738,nl
41824023,en
39847584,en
25029396,pt
391603,en
485025,en
34649348,en
35003282,en
34272476,en
44890112,en
43232391,en
12633800,en
214641,es
30302447,en
4477,en
2898332,en
169503,en
22337524,en
38123080,en
445024,en
25089757,en
254499,en
53144646,en
3018111,en
44794098,en
20262017,en
44890081,en
41473839,en
30319094,en
533998,en
3260326,en
5996120,en
6898978,pt
40702154,en
94944,en
35216509,en
58576,es
29430869,en
36680734,en
2808945,en
28645638,en
333766,en
99951,en
3230480,en
1518737,en
1235056,en
250524,en
220680,en
40287,en
1007870,en
372850,en
92500,en
845868,en
773961,en
503773,en
129972,en
302431,en
25071,en
1271502,en
140088,en
115033,en
195211,en
92138,en
2063563,en
3789901,en
25933,en
2142060,en
895005,en
244466,en
3398701,en
42157,en
114178,en
109726,en
1363590,en
1576334,en
6439770,en
2076055,en
3569961,en
99452,en
5996621,en
6571963,en
3978,en
2223353,en
821026,en
181729,en
7171787,en
2459677,en
149704,en
566850,en
1419166,en
129659,en
6574915,en
831893,en
2506250,en
47733,en
50664,en
473869,en
134958,en
169676,en
1269234,en
876234,en
3146634,en
16488,en
117835,en
148216,en
817378,en
17744,en
5730888,en
10765,en
320247,en
609518,en
1259971,en
569050,en
237900,en
2029932,en
72694,en
763031,en
1404756,en
1286711,en
851592,en
1004183,en
215791,es
1551510,da
497121,en
6663818,en
19133,en
511241,en
38989,en
1305001,fr
6441387,en
2380313,en
159788,en
55386,en
4723885,en
764704,en
129956,en
1404411,en
329736,en
7150757,en
227789,en
6601221,en
198639,en
51637,en
3112733,en
6325689,en
55776,en
7456726,en
7888799,de
3555477,en
1156197,en
748523,en
24073,en
7719324,en
12335,en
59818,en
3287096,pt
1702668,en
6608160,en
120728,es
362212,en
1035021,en
684770,de
411460,en
7704492,en
158685,en
301438,en
84148,en
655782,en
107791,en
173307,en
17781,en
59569,en
23244,en
420125,en
8532187,en
379701,en
7741065,en
178466,en
7467724,cs
21607,en
5995752,fr
3237324,en
7997987,en
655739,en
50923,en
6803572,en
2906724,en
247094,en
1042174,en
139958,en
6621215,en
246414,fr
7869869,es
557700,en
3246957,en
11156050,en
6155,en
8610438,en
787546,en
67872,de
533639,en
388219,en
1838612,en
1232796,en
640594,en
290252,en
7469133,en
11995,en
99230,en
206553,en
1239219,en
7881742,en
899411,en
1654216,en
45033,en
6681400,en
7283762,en
238344,en
136963,en
386477,en
482977,en
5479405,en
3188186,en
68842,en
932049,en
233933,en
9659034,en
298468,en
3665783,en
4838255,en
7049405,en
241101,en
11530122,en
74556,en
1626066,fr
61931,en
1355993,en
129216,en
11098832,nl
1062516,en
8664,en
165357,en
116581,en
7685,en
7790460,en
110382,en
9733619,en
10841337,en
1038850,en
167845,en
9296389,en
6751356,en
13420948,en
76970,en
13108754,en
7092490,en
8478990,en
149403,en
3121162,en
757196,en
9031163,en
1453991,fr
7091296,en
86699,en
81935,es
6052079,en
508957,en
1048940,en
133486,en
637966,en
591965,en
2855,en
417807,en
138897,en
6620483,en
149622,en
54823,en
1721893,hr
283101,en
9874973,it
6761053,en
6624899,en
1932042,en
412287,en
6746528,en
12096557,en
7048818,en
1205982,en
12084655,en
443078,en
6696420,en
10561549,en
77837,en
35545,en
233664,en
341242,en
6496815,en
13384,en
2185,en
97006,en
8589321,en
3534884,en
4776866,es
287632,en
4685,en
8077593,en
4187533,en
7942534,en
92301,en
248378,en
477520,en
11091004,en
17208764,en
248884,en
1187526,en
1237013,de
11451112,en
1717889,en
3119662,fr
335397,en
11766885,en
4441294,en
64179,en
15839572,en
1091593,en
272773,en
15748293,en
336886,en
401060,es
1148307,en
2093404,en
12745053,en
294368,en
815890,en
3617118,en
15704567,en
194611,en
11433851,en
7171880,en
232033,en
201817,en
126137,en
7821831,en
13531818,en
8514712,en
280958,es
124110,en
8694522,en
6791610,en
97008,en
10776592,en
4700482,en
161363,en
11080460,en
15761362,en
315039,en
1869060,en
10559187,en
543203,en
9692847,en
393902,en
140688,en
246056,en
17133266,en
44188,en
2389174,en
8501350,en
1341846,en
7969396,en
3486266,en
406660,en
15743742,en
1024240,en
13034086,en
521942,fa
93372,en
100834,en
652558,en
15844617,id
862007,en
741238,en
76237,en
359829,en
7058362,en
234559,en
95241,en
94667,en
251180,en
158277,en
998209,en
5205697,en
809403,en
8849382,en
6773503,en
961949,en
9275067,en
423124,en
16098291,es
12924307,en
1011839,en
107318,en
15774058,en
6215420,el
13538348,en
1317,en
10358250,it
100343,en
7507938,en
463,en
7983432,en
1069451,en
12985143,en
1081976,en
9852877,en
599721,es
15847065,en
228669,en
6916800,en
7556413,nl
84077,en
67933,en
511613,en
17853106,en
1000783,en
18922,en
9748274,en
3290542,en
1165925,vi
1378221,en
181401,en
259319,en
17934849,en
13347358,en
9484114,en
10586317,en
420474,en
17984047,en
4174529,ru
1557369,en
2879,en
11080437,en
11100788,en
16281004,en
10151228,en
7182,en
3133038,en
1117634,en
7507946,en
7959424,en
12384972,en
246258,en
809428,en
116356,en
152931,en
17568984,en
23300,en
18251073,en
15823461,en
7933377,en
4315013,en
480443,en
71653,en
2261584,fr
121457,en
1146093,en
18331335,en
7491882,en
6794736,de
16071790,en
18163180,id
355704,en
16173110,en
240537,en
11968674,en
17166165,en
16159648,en
303948,en
957379,en
17372057,en
32856,en
6565080,en
112247,en
6716,en
167216,en
1451580,en
328469,en
17883157,en
16101135,en
297478,en
6284107,fr
24334,en
11380935,en
872468,en
15797509,en
15793626,en
871761,en
3607394,en
6515858,en
109421,en
1070529,en
505636,en
13551244,ar
37527,en
2253258,en
124853,en
13120076,en
6348864,en
6509099,en
10560791,en
10227185,pl
6641640,en
7976897,en
13599291,en
16000963,en
13498,en
17981453,es
1243240,en
9331081,en
1384596,en
1485911,en
16000996,en
580905,en
13262061,en
48841,en
16299700,en
16068797,en
13037689,en
219545,en
1009140,en
12069434,en
9998825,en
20529909,en
35125,en
17412099,en
7192385,en
113387,en
11538073,fr
256506,en
10652379,en
13497756,pt
15750610,en
962671,en
167530,en
2330827,es
246262,en
21430091,en
348187,en
85854,en
31490,en
662961,es
291551,en
4882340,de
1005680,en
209576,en
983546,en
317081,en
1421759,en
3451949,en
6316205,en
124749,en
20491654,en
18258717,en
7001377,es
13528436,en
1746329,en
39855052,en
21814415,en
15851966,en
8435071,en
886066,en
207806,en
17415726,en
45895148,en
3388877,en
21560819,en
3506974,ar
213198,en
2009369,id
8329361,es
142079,en
19464153,en
127419,en
2326098,en
727215,en
22547900,en
162374,en
15808302,en
21827600,en
11540514,en
9692878,it
9378740,en
5294,en
2578867,en
17213973,en
3429863,en
1396066,fr
12408735,en
22319080,en
393898,en
18579799,en
1711689,pl
11476593,en
18243325,es
6552717,en
15814895,en
10917937,en
8074838,en
12750745,en
28650,en
708432,en
133268,en
590744,en
4495772,en
32987,en
13500070,en
101571,en
9232932,tr
90994,en
13261413,en
239810,en
5956378,de
971277,en
13604637,en
855727,en
8293863,nl
21965351,en
13546981,en
7492119,cs
17934399,en
17169024,en
20548917,en
18459190,en
9988148,es
1520869,fr
17558048,en
2861035,es
20023,en
8683,en
12165278,de
10631307,nl
17999567,es
54594,en
7851203,en
18140842,en
15793074,en
17787759,en
20706651,en
15801762,en
7575266,en
1375896,en
17316770,en
15710557,en
9977836,fr
6553,en
5704478,en
8585118,en
1856004,en
16156006,en
15717850,en
7242119,cs
613229,en
50750,en
12166282,en
8890606,en
7084002,en
11301,en
18008074,en
153191,en
891671,en
16230498,en
107338,en
1484149,fr
18599776,en
9640837,en
1711389,en
22609434,en
22146939,en
17668976,en
1686820,en
20613439,en
20708785,en
710582,en
164836,en
12506550,en
12138494,en
1902917,en
887573,en
13073519,en
254704,en
282987,en
2884065,en
20519000,en
280313,en
21530082,en
114812,en
6064622,en
15942674,en
338480,fr
47586,en
8388983,pt
131060,en
13235689,en
1742699,en
3006702,en
20601872,en
17183049,en
9429803,en
4485,de
47952,en
3425041,en
25560247,en
300118,en
9310626,en
16152988,en
16252384,en
6619072,en
25154365,en
2282267,en
13167818,en
124248,en
1397889,en
126780,en
404857,en
9283551,en
9396242,pt
18680897,nl
2726437,en
59196,es
21796750,en
988783,en
16107148,en
18527499,en
147602,en
9764,en
17412093,en
18754663,en
9842869,de
2554680,fr
31493,en
17860848,en
68980,en
24809194,en
13572607,en
12685077,en
2598854,en
19145369,en
684911,en
20420053,en
4133254,en
18085456,en
7600056,it
26009668,en
21911333,en
522726,en
9499320,en
7967592,en
2243610,en
370353,es
13166686,en
17286747,en
18395,en
20736462,en
6623279,en
13123724,en
116256,en
24359139,en
66504,en
354258,en
6993562,en
559984,en
13167157,en
1144682,en
1341454,de
23341602,en
2181092,en
25222064,en
22977097,en
50015,en
23689723,es
12341309,en
17290682,en
388304,en
26619069,en
6558237,en
17333244,en
23271308,pl
333090,en
18270938,en
17333325,es
27302332,en
13055971,en
968997,en
28923193,en
24892774,en
13623846,en
449189,en
10320031,es
10284337,en
1480211,en
26511,en
14781219,en
9649333,it
4276937,de
22543948,en
25517205,en
744320,en
9749318,it
10000269,en
23643,fr
23215457,en
23346643,en
12087796,en
13702177,es
27558677,en
16119664,en
20582,en
15909649,en
22889752,en
5327823,en
280021,en
18078029,en
23966802,en
9654370,it
22750233,en
122968,en
610718,en
25474173,fr
26869849,en
13532244,en
18373208,en
164955,en
11672159,en
25744542,en
25867345,en
21570571,en
8700172,en
245325,en
12359323,en
22825631,en
33628259,en
222146,en
372100,en
27502,en
21412236,en
39884337,en
2045705,en
10771667,de
22430367,es
2026509,es
2768195,en
27388497,en
6465693,en
24931454,en
18375774,fr
6203295,en
18378827,en
539511,es
24728470,en
33516776,en
29342351,en
28052452,en
27470470,en
27015399,en
59865,en
132274,en
42955,en
638595,en
77602,en
6784734,en
18467818,en
7301460,it
4244856,en
180371,en
2399519,en
25896387,en
23199714,en
6027047,en
9617677,it
24396856,en
4886534,en
3452378,en
26864835,en
185171,en
7767021,en
624716,en
3833,en
12212365,tr
13041042,nl
13033042,en
32077652,es
33652251,en
13123877,en
12190308,en
28217831,en
9824,en
466175,fr
159346,en
859358,en
36249634,en
22071505,de
16059346,en
10039557,uk
542639,en
209835,en
135611,en
38419,en
26816071,ja
28954126,en
290389,en
16059838,en
33505986,it
2082136,en
216214,en
18108757,en
4365058,en
34963585,en
3954368,en
33216493,en
32497565,en
8678285,nl
29541508,en
10577,en
1148113,en
6504894,en
23001504,en
35458732,en
7790308,en
9720878,it
34848819,en
162084,fa
37492535,en
8498964,tr
511527,en
49577,en
35655179,en
13142835,en
36110970,de
34392663,en
62666,en
2906337,de
1913599,en
17087,en
13789008,en
28664911,en
26245817,en
876582,en
355267,en
28675749,en
38355098,en
34506937,en
29010395,en
27211901,en
23068264,en
2490758,en
28014255,en
350790,en
149056,en
6731958,es
302457,en
1014792,en
23258935,en
309455,en
16306,en
1374307,en
42983724,en
4590725,it
32326398,en
38672820,en
231532,en
43924017,en
19447,en
36323316,it
118824,en
33158544,en
29703658,pt
2713810,en
52306589,en
209571,en
730652,en
43230340,it
97642,en
12202654,fr
13252041,es
40640622,en
41188622,en
862965,en
31925314,en
179609,en
21853663,en
6498410,en
30047246,en
41165062,es
1405569,en
36076501,en
28051948,de
29241321,en
42973369,en
35003682,en
63657,en
26198496,en
48694889,en
32320661,en
41150498,en
48577217,en
44146682,en
46060955,en
33358204,en
4990362,en
38470102,en
25812847,en
42075068,en
6778214,ar
6931439,en
39864037,es
32854499,en
117133,en
169879,en
327246,en
18693623,en
615921,en
35068452,en
13644336,pt
35605654,en
40514431,en
41840754,en
9415946,en
13318867,it
41639186,en
39937617,en
6798263,en
76336,en
627984,en
23746004,en
275245,en
123471,en
17983125,el
8509122,en
79428,en
1002994,en
23286828,en
23171368,en
27064401,en
32819894,en
25861860,en
141498,en
35284579,en
30073848,fr
9599543,en
10144145,en
860534,en
53103895,en
682765,en
3234419,pt
2100173,es
6101138,en
29983711,en
22037424,en
20405520,en
28096541,en
25733965,en
784803,en
399758,en
95531,en
411496,en
526518,en
888620,en
452939,en
28488,en
23194,en
1823114,en
42990,en
50605,en
40865,en
1223837,de
2351970,en
6981,en
533762,en
28756,en
120992,en
440419,en
774088,en
366821,en
5711724,en
666276,en
1488541,id
50840,en
2598001,en
239917,en
2141382,es
530449,en
169710,en
50615,en
301823,en
555507,en
373009,en
6263078,en
1312205,en
28677,en
6690630,en
1311496,en
77998,es
6978327,en
266689,en
76822,en
15151,en
1630443,en
1054035,en
2342881,en
1128364,en
5451,en
1755494,en
42144,en
359759,en
1114381,en
86888,en
2715056,en
466223,en
1327308,id
178196,en
6277793,en
722192,en
2090400,en
608823,en
2207115,en
1621228,en
407493,fr
3407823,en
6609490,en
24783,en
53440,es
58094,en
122212,en
320553,en
2913393,en
72481,en
1106766,en
46761,en
374835,en
499784,en
181116,en
72695,en
511239,en
174682,en
1179814,en
8464587,pt
999733,en
304001,en
887089,en
1611127,en
896880,en
38988,en
1466282,en
441046,en
1852779,de
242383,en
6070992,en
1290703,en
18212,en
981885,en
9537345,en
7150756,en
7106633,en
342240,en
3804289,en
3488337,en
52877,en
4656655,en
341553,en
19916,en
699678,en
216048,en
501740,en
32556,en
14688,en
750497,en
1146742,es
993839,en
1044141,en
85894,en
633425,en
253635,en
1297201,en
807609,en
3484728,en
2788968,en
40532,en
247979,en
332402,en
3116205,en
947771,en
1989743,en
2077035,en
413736,en
1973304,en
550122,en
1169051,en
108449,en
8225495,en
7904429,en
8525631,en
735365,en
10342824,en
744260,en
481912,en
2331988,en
175504,en
359195,en
6517322,en
6662410,en
1198929,en
463936,en
8705483,en
188271,en
462691,en
263550,en
49250,en
6202108,en
7890058,en
618196,en
1813077,en
5552256,en
10762478,en
76523,en
150549,en
71462,en
6829959,pt
492461,en
802705,en
5599045,en
900668,en
8348904,en
23183,en
2999282,en
5989424,de
5640796,en
259065,en
151697,en
2311354,en
5364206,id
463688,en
6387180,en
184815,en
7600897,en
7775631,en
8507619,en
7934326,en
233920,en
298461,en
8164,en
172791,en
10118917,en
105742,en
688097,en
8626964,en
245056,fi
2020935,en
355715,en
10442127,en
49614,en
10532477,en
11155935,en
12305237,en
6091142,en
891922,en
40787,en
110394,en
2225238,en
10322007,en
9415966,en
1462020,en
1038853,en
10095135,en
9326,en
14996,en
3224911,en
123578,en
9764206,en
1285706,en
106129,en
10957730,en
13540524,en
180748,en
151313,en
13027304,en
10420416,nl
10262157,en
8544261,fr
1070551,en
11724850,en
1169937,en
1178134,en
47305,en
2662604,en
69448,en
716066,pt
16695,en
9476308,en
2917083,fr
6541058,en
1188314,en
240141,en
413794,en
212474,en
4052814,en
1591730,en
10517686,en
13269,en
13572765,en
177413,en
43992,en
2104,en
774416,en
131625,en
7788,en
248882,en
2809718,en
1673447,en
1237015,de
12547098,en
13547971,en
15798672,en
69947,en
14129280,pt
15704515,en
621184,en
184374,en
112725,en
1241365,en
11673015,en
22339,en
42382,en
12963179,en
706525,en
1014879,en
6530493,en
8427566,en
6751262,en
588508,en
787062,en
332350,en
862364,en
873890,en
746936,en
28440,en
1079897,en
799691,en
9798177,en
7701720,en
45119,en
384786,en
3494684,en
93374,en
20416,en
476103,en
418812,en
406404,en
13151179,en
359827,en
10364135,en
9264113,en
6423507,en
1761266,nl
2187393,en
660619,en
6800563,en
12398,en
1797901,en
15727792,en
13641118,en
255049,en
114510,en
10853751,en
8734164,en
9689379,tr
841711,en
8714272,tr
1316,en
12034734,en
15743701,en
953713,en
11785661,en
664328,en
74258,fr
14061520,en
13572813,en
252471,en
6325305,el
137996,en
842264,en
5682419,hr
443774,en
97751,en
12028681,en
17455456,en
13542868,en
47955,en
14331167,en
13549137,en
12139936,en
9780676,en
16143103,en
654812,en
7946252,en
7193298,en
33333,en
13305176,en
7848726,en
355434,en
580918,en
12974770,en
7824057,en
1099660,en
5648871,en
2221542,id
11325353,en
7325821,en
420297,en
15715844,en
48562,en
187220,en
37780,en
2205963,en
4870,en
154924,en
10671152,en
1357658,en
2622893,pl
13504055,en
4626738,nl
13069215,en
945144,en
117486,fr
3360369,en
230817,en
13451182,en
1298205,en
6680748,ro
16117991,en
15854532,en
4992745,en
998367,en
11186443,en
15242,en
2140899,en
174621,en
17436867,en
192888,en
203064,en
8246566,en
16072999,en
17732928,en
596687,en
17342184,en
16130414,en
11819981,en
258657,en
124982,en
16193562,es
17251103,en
12445556,en
303615,en
9656388,fr
3759,en
237186,en
7981382,en
2210839,en
18209305,es
2422256,en
19794,en
13994240,fr
15825775,en
13611056,en
170599,en
104979,en
216849,en
15840340,en
17570843,en
47301,en
147569,en
11138172,en
1053783,en
16156292,en
11515298,en
17671956,en
18223667,en
17162080,en
10184855,en
6353230,en
13363742,en
15801668,en
13531021,en
5460223,en
1914593,en
110985,en
1027539,en
264894,en
18223036,en
9408479,en
20808947,en
1270698,en
570911,en
563309,en
15793052,en
17931653,en
7040680,en
22038362,ru
367367,en
18692432,en
17834866,en
9996645,en
1123469,en
17667354,en
13049688,en
19398743,es
259737,en
18337069,en
17973716,en
13450407,en
55002,es
338877,en
13414964,en
276288,en
17297135,en
8082030,en
19455434,en
12368900,en
6115321,en
883196,en
165867,en
17213964,en
17017077,en
868198,en
122136,en
3761750,en
13630629,en
13581794,en
8230578,en
179436,en
12577683,en
23248185,en
7048787,en
23267501,en
16135176,en
8287510,en
15710492,en
9525559,en
73810,en
12522,en
681404,en
248074,en
8293872,en
18667942,en
6531211,en
439982,en
8936442,en
52101,en
17977697,en
13647884,nl
21937380,id
13518112,en
2867094,pt
13096848,en
399260,en
15801764,en
22300355,en
4428697,en
6650487,nl
17286818,en
735708,en
9335564,en
5121710,en
21805511,en
11720382,en
9571767,en
660280,en
16163769,en
23626326,es
20830845,en
18303623,en
6406025,en
22864838,en
13076542,en
16158817,en
1736540,fr
17412763,en
1291491,en
153019,en
20860778,en
17437203,en
29118,en
355871,es
15762662,en
598535,en
15942801,en
17204850,en
8066786,en
11982625,en
22074335,en
20821097,en
22360831,en
18478848,en
545759,en
77264,en
12832413,en
478246,en
8934126,en
18404155,en
23236648,en
1427086,en
6599344,en
9813838,es
1031803,en
306399,en
15723025,en
13502958,en
1216096,en
5248524,en
47621,en
268402,en
10048876,en
6314529,en
12625769,es
490196,en
32561,en
424604,en
18007670,en
22360832,en
22056297,en
13037601,en
7629854,en
11214970,nl
6447729,en
191411,en
18715527,en
2597783,en
9751511,en
22028638,ar
105399,en
5904562,sq
3183888,en
15984412,en
12413949,en
6482182,en
16388,en
13107443,pt
52374,en
24551791,en
17571567,en
14699938,es
1587362,en
16101072,en
23644595,en
2152080,en
10149142,en
19065,en
7840156,en
17304053,en
810294,en
18054175,en
9263730,nl
6514476,en
1518712,fr
17617617,en
1073109,es
426492,en
29456,en
4745993,en
409377,en
91494,en
10532409,fi
23664763,en
11040554,en
11468322,de
6913778,en
7931350,en
29212968,en
11071581,en
8642793,en
2452102,fr
17936599,de
12329859,fr
1300,en
9706777,it
26626309,en
16057621,en
254520,en
820273,en
23848300,en
13192084,en
1044518,en
17823780,en
2903049,en
10444674,en
300782,en
15854740,en
2141384,es
55096,en
23507509,en
29405093,en
1542713,en
27209375,en
27420709,es
559299,en
17343329,en
26008775,en
7153518,en
89915,en
95833,en
853825,en
24019187,en
26109394,en
89186,en
28116858,en
80207,en
2273,en
29467564,en
23164911,en
370152,en
23310751,en
108315,en
11781431,pl
691336,en
174160,en
18454480,en
17925085,de
684505,es
3467451,en
23399036,en
30336289,en
7391168,en
888001,en
1664298,en
33113328,en
1870244,en
15823419,en
205662,en
25667474,en
11940644,it
6979760,en
9644001,en
355862,en
22343695,en
24448535,pl
243400,en
2807835,pl
449164,en
16059149,en
7737810,en
119264,en
11266086,en
22668848,en
29345814,en
29492090,en
52408,en
44119,en
1981412,en
4357092,bg
195788,en
28446637,id
21681,it
8864550,en
35411583,en
51881,en
787903,en
28220985,en
373969,en
23164927,en
23848242,en
13815,en
34511672,en
974193,en
703356,en
23281789,en
23719270,en
25170761,en
17703212,ja
35478658,en
17331408,en
36260386,en
19536001,en
27414462,en
17261185,en
26816090,ja
27840608,en
85373,en
416553,en
26156469,en
287510,en
33413929,en
67724,nl
35989512,en
3607898,en
817418,en
16061473,en
35924698,en
16096968,en
7938057,en
33113864,en
147512,en
1231900,en
424959,en
1170307,en
29246432,en
4437202,en
6930706,es
30630813,en
33536,en
437261,en
36465433,en
13586980,en
39859994,en
26014651,en
30134847,en
256328,en
36545927,en
38232339,en
93273,en
39716156,en
17086,en
6515834,en
28220739,en
1865263,no
18453110,en
22208252,en
17315359,fr
188506,en
12160906,en
8802664,en
24463265,en
1902160,en
780726,en
9791108,it
33916024,en
18049017,en
40570981,en
23208482,en
903058,en
32054185,de
28448287,en
16034483,pt
92280,en
36260155,en
247819,en
223049,en
13153693,en
381817,en
18782912,en
36448554,en
22050353,it
747060,en
26167891,pt
865124,en
10908487,ja
23197553,en
1658265,en
17924987,en
16074560,en
43746510,en
10201216,en
25822042,en
38371889,en
31227053,en
37976138,en
9778945,en
35069181,en
477107,en
40863452,en
37822534,en
44280849,en
28575699,en
40651780,en
20981355,en
13577861,en
28819821,en
715060,en
27161964,en
40121959,en
35340556,en
27131248,en
30255936,en
6757498,en
12529003,fr
23201695,pt
8301964,en
17606014,en
12426366,en
32145091,en
29625895,en
38885373,en
38926487,en
11235712,en
14553840,en
929827,en
622340,en
839811,en
817221,en
669,en
678344,en
364662,en
21788,en
348468,en
235875,en
2206390,en
272211,en
397813,en
257915,en
1147591,en
185695,en
389715,en
34789,en
2254925,en
418884,en
12872236,en
1218856,en
179073,en
24899,en
502301,en
354475,en
47912,en
92771,en
123969,en
487582,en
116982,en
58973,en
37240,en
128881,en
68597,en
1154601,en
47578,en
1148745,en
225850,en
218460,en
4735808,en
30394,en
1265382,en
153219,en
113015,en
102119,en
26324,en
6989790,en
37693,en
359756,en
1114380,en
91519,en
817216,en
15430,en
216419,en
60973,en
39392,en
867623,en
5640763,en
455034,en
486175,zh-tw
1401344,en
933863,en
3628422,nl
16900,en
92408,en
4714389,en
72441,en
268565,en
16745,en
999729,en
2288199,en
109508,en
750692,en
882649,en
875775,en
1164622,en
173548,en
695440,en
69864,en
199929,en
6345977,en
250355,en
48462,en
227541,en
9402429,en
55360,en
7549760,en
259978,en
6366371,en
43613,en
66459,en
834670,en
4898280,en
742811,en
7939025,en
